Country/Region,Province/State,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://covid19tracker.health.ny.gov/views/NYS-COVID19-Tracker/NYSDOHCOVID-19Tracker-Fatalities?%3Aembed=yes&%3Atoolbar=no&%3Atabs=n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by resid
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3110
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4711
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4784
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694
US,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,7,11,26,29,45,63,99,131,199,281,366,672,776,914,1096,1374,1762,2243,2630,3048,3485,4009,4571,5150,5820,6367,6898,7349,7905,8455,8884,8884,8884,10052,10344,10675,10977,11267,11544,11817,12067,12287,12474,12474,12976,13168,13365,13538,13684,13815,14115,14284,14388,14388,14611,14693,14800,14881,14959,15025,15101,15171,15233,,,15233
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Auvergne-Rhône-Alpes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,7,10,12,18,20,24,27,39,39,57,72,85,86,104,134,165,195,227,264,295,349,404,448,478,508,555,600,654,685,721,755,773,794,836,885,927,954,992,1011,1062,1103,1133,1167,1192,1212,1226,1255,1275,1311,1331,1346,1355,1364,1386,1419,1437,1469,1473,1483,1499,1517,1526,,1548,1562,1564,1571,,,
France,Bourgogne-Franche-Comté,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,6,10,20,23,28,36,51,62,86,102,123,139,148,164,187,214,230,271,303,323,341,367,396,412,427,459,478,500,512,551,581,607,623,644,657,677,705,721,753,770,786,797,814,819,832,838,843,850,856,869,884,896,914,921,926,939,947,953,,958,959,959,969,,,
France,Bretagne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,7,10,12,15,17,22,25,28,29,34,37,41,45,50,55,63,69,75,81,88,97,107,109,121,129,132,136,149,159,166,171,181,185,189,193,193,199,199,202,203,204,207,210,212,212,216,219,222,222,223,225,226,227,230,231,232,,233,235,236,239,,,
France,Centre-Val de Loire,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,8,8,13,20,26,35,39,53,71,77,84,98,106,115,132,140,154,164,179,193,201,214,227,245,252,264,276,284,298,308,328,334,343,348,355,367,370,383,388,395,397,401,411,421,429,439,441,444,449,454,456,,468,471,473,477,,,
France,Corse,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,5,5,5,5,5,5,5,5,6,11,12,15,19,19,19,19,19,20,21,23,26,26,26,30,32,32,34,35,36,36,38,38,41,41,42,42,44,47,48,49,49,49,50,50,50,50,50,50,50,50,51,51,51,52,52,52,52,52,53,54,,56,56,56,57,,,
France,Grand Est,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,9,,21,24,45,51,61,120,148,183,209,252,335,407,506,584,657,753,815,919,1015,1126,1178,1311,1402,1471,1574,1674,1781,1854,1952,2008,2064,2105,2166,2249,2306,2358,2422,2463,2515,2564,2612,2646,2679,2714,2737,2779,2799,2863,2885,2915,2937,2953,2983,3011,3037,3090,3105,3113,3138,3171,3191,,3249,3256,3272,3291,,,
France,Hauts-de-France,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,6,6,15,16,,20,26,29,,39,46,55,69,81,91,97,108,123,137,150,169,196,211,242,280,330,370,438,488,520,577,635,679,715,762,806,840,873,920,975,1006,1054,1077,1094,1127,1163,1198,1233,1257,1281,1291,1315,1330,1355,1374,1390,1396,1410,1428,1461,1480,1507,1511,1521,1545,1570,1578,,1604,1616,1625,1640,,,
France,Île-de-France,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,7,7,7,7,7,36,56,99,122,140,193,262,357,460,578,688,807,954,1176,1369,1571,1791,1967,2107,2355,2627,2850,3040,3300,3416,3548,3704,3937,4140,4319,4510,4664,4756,4942,5094,5219,5330,5452,5516,5578,5690,5787,5938,6008,6047,6085,6116,6208,6285,6347,6421,6451,6474,6528,6594,6627,,6694,6710,6727,6766,,,
France,Normandie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,5,7,7,9,10,16,19,20,24,26,32,42,62,69,81,93,99,111,127,147,165,179,188,196,201,211,230,242,252,262,267,274,283,292,299,307,312,314,319,324,331,343,346,347,350,351,359,363,365,370,370,371,380,383,387,,393,394,394,397,,,
France,Nouvelle-Aquitaine,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,7,8,13,14,25,34,42,50,58,72,78,82,94,100,111,120,138,152,165,173,174,180,190,194,207,214,220,233,241,247,259,266,267,277,285,289,294,301,302,313,324,324,327,329,336,336,342,348,351,353,358,362,364,,370,371,373,376,,,
France,Occitanie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,10,17,23,27,30,32,40,45,54,61,68,76,82,91,108,119,131,148,158,172,180,195,203,222,233,239,248,266,278,281,290,292,295,312,322,328,342,356,361,362,373,380,390,401,394,409,410,424,436,441,450,452,453,454,459,460,,467,469,470,472,,,
France,Pays de la Loire,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,4,10,14,17,31,31,42,47,58,71,82,92,109,118,123,134,144,153,158,169,178,182,192,209,222,235,242,251,258,268,276,285,291,303,307,314,323,326,336,341,343,348,351,357,362,368,377,382,383,385,388,388,,401,407,407,414,,,
France,Provence-Alpes-Côte d'Azur,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,7,9,11,13,15,20,26,33,44,48,55,65,80,103,124,141,161,178,195,231,253,269,286,299,317,328,348,374,393,421,447,463,470,499,526,561,575,610,625,631,656,665,682,696,704,708,713,732,746,756,770,773,777,797,805,816,,831,836,840,849,,,
France,Guadeloupe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,4,5,5,7,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,11,11,12,12,12,12,13,13,13,14,14,14,16,17,17,17,17,18,18,19,19,19,19,19,19,,19,19,19,19,,,
France,Saint-Barthélémy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
France,Saint-Martin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
France,Martinique,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,4,4,4,5,5,5,6,6,6,6,6,6,7,7,9,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,14,14,14,14,,,
France,Guyane,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,
France,La Réunion,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,
France,Mayotte,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,8,8,8,9,11,12,12,12,12,13,16,16,,17,17,17,18,,,
France,Nouvelle-Calédonie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
France,,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,4,4,7,9,16,19,30,33,48,61,79,91,127,148,175,244,372,450,562,674,860,1100,1331,1696,1995,2314,2606,3024,3523,4032,4503,5091,5532,5889,6494,7091,7632,8044,8598,8943,9253,9588,10129,10643,11053,11470,11834,12061,12505,12892,13225,13536,13841,14039,14191,14486,14676,15041,15231,15350,15468,15564,15807,16041,16218,16478,16554,16623,16801,16984,17082,,17323,17393,17447,17570,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK,England,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,6,6,8,10,20,34,53,67,98,135,167,222,257,303,385,412,515,679,926,1125,1284,1651,2166,2698,3302,3939,4494,4897,5655,6483,7248,8114,8937,9594,10261,10955,11566,12395,13133,13917,14399,14828,15606,16271,16714,17372,18083,18419,18748,19294,23550,24110,24763,25282,25528,25785,26441,27008,27432,27967,28250,28467,28657,29260,29673,30028,30364,30753,30866,31010,,,
UK,Northern Ireland,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,7,10,13,15,21,22,28,30,36,48,56,63,70,73,78,82,92,107,118,124,134,140,158,176,193,194,194,194,,263,278,294,299,309,329,338,347,365,376,381,387,404,421,422,427,432,435,438,,,454,469,473,,482,,,
UK,Scotland,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,2,3,6,6,7,10,14,16,22,25,33,40,41,47,69,97,126,172,218,220,222,296,366,447,495,542,566,575,615,699,779,837,893,903,915,985,1062,1120,,1231,1249,1262,1332,1415,1475,1515,1559,1571,1576,1620,1703,1762,1811,1847,1857,1862,1912,1973,2007,2053,2094,2103,2105,,,
UK,Wales,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,12,16,17,22,28,34,38,48,62,69,98,117,141,154,166,193,212,245,286,315,351,369,384,403,463,495,506,534,575,584,609,624,641,751,774,788,796,813,908,,,983,,,,,,,1111,,,,,,,,,,,,
UK,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,6,6,8,10,21,35,55,71,103,144,177,233,281,335,422,463,578,759,1019,1228,1408,1789,2352,2921,3605,4313,4934,5373,6159,7097,7978,8958,9875,10612,11329,12107,12868,13729,14576,15464,16060,16509,17337,18100,18738,19506,20319,20732,21092,21678,26097,26771,27510,28131,28446,28734,29427,30076,30615,31241,31587,31855,32065,32692,33186,33614,33998,34466,34636,34796,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond Princess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
